MB_CODE_2021,LGA_CODE_2022,LGA_NAME_2022,STATE_CODE_2021,STATE_NAME_2021,AUS_CODE_2021,AUS_NAME_2021,AREA_ALBERS_SQKM,ASGS_LOCI_URI_2021
20081510000,21180,Brimbank,2,Victoria,AUS,Australia,0.0442,https://linked.data.gov.au/dataset/asgsed3/MB/20081510000
20081520000,21180,Brimbank,2,Victoria,AUS,Australia,0.0467,https://linked.data.gov.au/dataset/asgsed3/MB/20081520000
20081530000,21180,Brimbank,2,Victoria,AUS,Australia,0.0397,https://linked.data.gov.au/dataset/asgsed3/MB/20081530000
20083370000,21180,Brimbank,2,Victoria,AUS,Australia,0.0231,https://linked.data.gov.au/dataset/asgsed3/MB/20083370000
20083390000,21180,Brimbank,2,Victoria,AUS,Australia,0.0278,https://linked.data.gov.au/dataset/asgsed3/MB/20083390000
20083400000,21180,Brimbank,2,Victoria,AUS,Australia,0.0291,https://linked.data.gov.au/dataset/asgsed3/MB/20083400000
20083410000,21180,Brimbank,2,Victoria,AUS,Australia,0.0302,https://linked.data.gov.au/dataset/asgsed3/MB/20083410000
20083420000,21180,Brimbank,2,Victoria,AUS,Australia,0.0119,https://linked.data.gov.au/dataset/asgsed3/MB/20083420000
20083430000,21180,Brimbank,2,Victoria,AUS,Australia,0.0098,https://linked.data.gov.au/dataset/asgsed3/MB/20083430000
20083440000,21180,Brimbank,2,Victoria,AUS,Australia,0.044,https://linked.data.gov.au/dataset/asgsed3/MB/20083440000
20083450000,21180,Brimbank,2,Victoria,AUS,Australia,0.0133,https://linked.data.gov.au/dataset/asgsed3/MB/20083450000
20083460000,21180,Brimbank,2,Victoria,AUS,Australia,0.0108,https://linked.data.gov.au/dataset/asgsed3/MB/20083460000
20083470000,21180,Brimbank,2,Victoria,AUS,Australia,0.0157,https://linked.data.gov.au/dataset/asgsed3/MB/20083470000
20083480000,21180,Brimbank,2,Victoria,AUS,Australia,0.012,https://linked.data.gov.au/dataset/asgsed3/MB/20083480000
20083490000,21180,Brimbank,2,Victoria,AUS,Australia,0.0165,https://linked.data.gov.au/dataset/asgsed3/MB/20083490000
20083500000,21180,Brimbank,2,Victoria,AUS,Australia,0.0123,https://linked.data.gov.au/dataset/asgsed3/MB/20083500000
20083510000,21180,Brimbank,2,Victoria,AUS,Australia,0.0142,https://linked.data.gov.au/dataset/asgsed3/MB/20083510000
20083520000,21180,Brimbank,2,Victoria,AUS,Australia,0.0158,https://linked.data.gov.au/dataset/asgsed3/MB/20083520000
20083530000,21180,Brimbank,2,Victoria,AUS,Australia,0.017,https://linked.data.gov.au/dataset/asgsed3/MB/20083530000
20083540000,21180,Brimbank,2,Victoria,AUS,Australia,0.0158,https://linked.data.gov.au/dataset/asgsed3/MB/20083540000
20085670000,21180,Brimbank,2,Victoria,AUS,Australia,0.0245,https://linked.data.gov.au/dataset/asgsed3/MB/20085670000
20085680000,21180,Brimbank,2,Victoria,AUS,Australia,0.0245,https://linked.data.gov.au/dataset/asgsed3/MB/20085680000
20085690000,21180,Brimbank,2,Victoria,AUS,Australia,0.0328,https://linked.data.gov.au/dataset/asgsed3/MB/20085690000
20085700000,21180,Brimbank,2,Victoria,AUS,Australia,0.0585,https://linked.data.gov.au/dataset/asgsed3/MB/20085700000
20085710000,21180,Brimbank,2,Victoria,AUS,Australia,0.0335,https://linked.data.gov.au/dataset/asgsed3/MB/20085710000
20085720000,21180,Brimbank,2,Victoria,AUS,Australia,0.0336,https://linked.data.gov.au/dataset/asgsed3/MB/20085720000
20085730000,21180,Brimbank,2,Victoria,AUS,Australia,0.0462,https://linked.data.gov.au/dataset/asgsed3/MB/20085730000
20085740000,21180,Brimbank,2,Victoria,AUS,Australia,0.0331,https://linked.data.gov.au/dataset/asgsed3/MB/20085740000
20085750000,21180,Brimbank,2,Victoria,AUS,Australia,0.0327,https://linked.data.gov.au/dataset/asgsed3/MB/20085750000
20085760000,21180,Brimbank,2,Victoria,AUS,Australia,0.0012,https://linked.data.gov.au/dataset/asgsed3/MB/20085760000
20085770000,21180,Brimbank,2,Victoria,AUS,Australia,0.0273,https://linked.data.gov.au/dataset/asgsed3/MB/20085770000
20085780000,21180,Brimbank,2,Victoria,AUS,Australia,0.0449,https://linked.data.gov.au/dataset/asgsed3/MB/20085780000
20085790000,21180,Brimbank,2,Victoria,AUS,Australia,0.042,https://linked.data.gov.au/dataset/asgsed3/MB/20085790000
20085800000,21180,Brimbank,2,Victoria,AUS,Australia,0.0453,https://linked.data.gov.au/dataset/asgsed3/MB/20085800000
20085810000,21180,Brimbank,2,Victoria,AUS,Australia,0.028,https://linked.data.gov.au/dataset/asgsed3/MB/20085810000
20085820000,21180,Brimbank,2,Victoria,AUS,Australia,0.0354,https://linked.data.gov.au/dataset/asgsed3/MB/20085820000
20085830000,21180,Brimbank,2,Victoria,AUS,Australia,0.0242,https://linked.data.gov.au/dataset/asgsed3/MB/20085830000
20085840000,21180,Brimbank,2,Victoria,AUS,Australia,0.0343,https://linked.data.gov.au/dataset/asgsed3/MB/20085840000
20085850000,21180,Brimbank,2,Victoria,AUS,Australia,0.0176,https://linked.data.gov.au/dataset/asgsed3/MB/20085850000
20088290000,21180,Brimbank,2,Victoria,AUS,Australia,0.0489,https://linked.data.gov.au/dataset/asgsed3/MB/20088290000
20088301000,21180,Brimbank,2,Victoria,AUS,Australia,0.0076,https://linked.data.gov.au/dataset/asgsed3/MB/20088301000
20088302000,21180,Brimbank,2,Victoria,AUS,Australia,0.0038,https://linked.data.gov.au/dataset/asgsed3/MB/20088302000
20088303000,21180,Brimbank,2,Victoria,AUS,Australia,0.0236,https://linked.data.gov.au/dataset/asgsed3/MB/20088303000
20088310000,21180,Brimbank,2,Victoria,AUS,Australia,0.0438,https://linked.data.gov.au/dataset/asgsed3/MB/20088310000
20088321000,21180,Brimbank,2,Victoria,AUS,Australia,0.022,https://linked.data.gov.au/dataset/asgsed3/MB/20088321000
20088322000,21180,Brimbank,2,Victoria,AUS,Australia,0.0212,https://linked.data.gov.au/dataset/asgsed3/MB/20088322000
20088330000,21180,Brimbank,2,Victoria,AUS,Australia,0.0242,https://linked.data.gov.au/dataset/asgsed3/MB/20088330000
20088340000,21180,Brimbank,2,Victoria,AUS,Australia,0.0416,https://linked.data.gov.au/dataset/asgsed3/MB/20088340000
20088350000,21180,Brimbank,2,Victoria,AUS,Australia,0.031,https://linked.data.gov.au/dataset/asgsed3/MB/20088350000
20088360000,21180,Brimbank,2,Victoria,AUS,Australia,0.0247,https://linked.data.gov.au/dataset/asgsed3/MB/20088360000
20088370000,21180,Brimbank,2,Victoria,AUS,Australia,0.0337,https://linked.data.gov.au/dataset/asgsed3/MB/20088370000
20088380000,21180,Brimbank,2,Victoria,AUS,Australia,0.0346,https://linked.data.gov.au/dataset/asgsed3/MB/20088380000
20088390000,21180,Brimbank,2,Victoria,AUS,Australia,0.0459,https://linked.data.gov.au/dataset/asgsed3/MB/20088390000
20088400000,21180,Brimbank,2,Victoria,AUS,Australia,0.0271,https://linked.data.gov.au/dataset/asgsed3/MB/20088400000
20088410000,21180,Brimbank,2,Victoria,AUS,Australia,0.0202,https://linked.data.gov.au/dataset/asgsed3/MB/20088410000
20090820000,21180,Brimbank,2,Victoria,AUS,Australia,0.0263,https://linked.data.gov.au/dataset/asgsed3/MB/20090820000
20090830000,21180,Brimbank,2,Victoria,AUS,Australia,0.0117,https://linked.data.gov.au/dataset/asgsed3/MB/20090830000
20090840000,21180,Brimbank,2,Victoria,AUS,Australia,0.0288,https://linked.data.gov.au/dataset/asgsed3/MB/20090840000
20090850000,21180,Brimbank,2,Victoria,AUS,Australia,0.0354,https://linked.data.gov.au/dataset/asgsed3/MB/20090850000
20090860000,21180,Brimbank,2,Victoria,AUS,Australia,0.0334,https://linked.data.gov.au/dataset/asgsed3/MB/20090860000
20090870000,21180,Brimbank,2,Victoria,AUS,Australia,0.0396,https://linked.data.gov.au/dataset/asgsed3/MB/20090870000
20090880000,21180,Brimbank,2,Victoria,AUS,Australia,0.0494,https://linked.data.gov.au/dataset/asgsed3/MB/20090880000
20090890000,21180,Brimbank,2,Victoria,AUS,Australia,0.0347,https://linked.data.gov.au/dataset/asgsed3/MB/20090890000
20090900000,21180,Brimbank,2,Victoria,AUS,Australia,0.0628,https://linked.data.gov.au/dataset/asgsed3/MB/20090900000
20090911000,21180,Brimbank,2,Victoria,AUS,Australia,0.0423,https://linked.data.gov.au/dataset/asgsed3/MB/20090911000
20090912000,21180,Brimbank,2,Victoria,AUS,Australia,0.0422,https://linked.data.gov.au/dataset/asgsed3/MB/20090912000
20090913000,21180,Brimbank,2,Victoria,AUS,Australia,0.0423,https://linked.data.gov.au/dataset/asgsed3/MB/20090913000
20090920000,21180,Brimbank,2,Victoria,AUS,Australia,0.032,https://linked.data.gov.au/dataset/asgsed3/MB/20090920000
20090930000,21180,Brimbank,2,Victoria,AUS,Australia,0.0376,https://linked.data.gov.au/dataset/asgsed3/MB/20090930000
20090940000,21180,Brimbank,2,Victoria,AUS,Australia,0.044,https://linked.data.gov.au/dataset/asgsed3/MB/20090940000
20090950000,21180,Brimbank,2,Victoria,AUS,Australia,0.0333,https://linked.data.gov.au/dataset/asgsed3/MB/20090950000
20090960000,21180,Brimbank,2,Victoria,AUS,Australia,0.0328,https://linked.data.gov.au/dataset/asgsed3/MB/20090960000
20092665000,21180,Brimbank,2,Victoria,AUS,Australia,0.0359,https://linked.data.gov.au/dataset/asgsed3/MB/20092665000
20092667000,21180,Brimbank,2,Victoria,AUS,Australia,0.03,https://linked.data.gov.au/dataset/asgsed3/MB/20092667000
20092668100,21180,Brimbank,2,Victoria,AUS,Australia,0.0282,https://linked.data.gov.au/dataset/asgsed3/MB/20092668100
20092669000,21180,Brimbank,2,Victoria,AUS,Australia,0.0491,https://linked.data.gov.au/dataset/asgsed3/MB/20092669000
20092670000,21180,Brimbank,2,Victoria,AUS,Australia,0.0257,https://linked.data.gov.au/dataset/asgsed3/MB/20092670000
20092680000,21180,Brimbank,2,Victoria,AUS,Australia,0.025,https://linked.data.gov.au/dataset/asgsed3/MB/20092680000
20092690000,21180,Brimbank,2,Victoria,AUS,Australia,0.0298,https://linked.data.gov.au/dataset/asgsed3/MB/20092690000
20092700000,21180,Brimbank,2,Victoria,AUS,Australia,0.0295,https://linked.data.gov.au/dataset/asgsed3/MB/20092700000
20092710000,21180,Brimbank,2,Victoria,AUS,Australia,0.0191,https://linked.data.gov.au/dataset/asgsed3/MB/20092710000
20092720000,21180,Brimbank,2,Victoria,AUS,Australia,0.0258,https://linked.data.gov.au/dataset/asgsed3/MB/20092720000
20092730000,21180,Brimbank,2,Victoria,AUS,Australia,0.0567,https://linked.data.gov.au/dataset/asgsed3/MB/20092730000
20092740000,21180,Brimbank,2,Victoria,AUS,Australia,0.0065,https://linked.data.gov.au/dataset/asgsed3/MB/20092740000
20092751000,21180,Brimbank,2,Victoria,AUS,Australia,0.1793,https://linked.data.gov.au/dataset/asgsed3/MB/20092751000
20093920000,21180,Brimbank,2,Victoria,AUS,Australia,0.0742,https://linked.data.gov.au/dataset/asgsed3/MB/20093920000
20093910000,21180,Brimbank,2,Victoria,AUS,Australia,0.0375,https://linked.data.gov.au/dataset/asgsed3/MB/20093910000
20092150000,21180,Brimbank,2,Victoria,AUS,Australia,0.0319,https://linked.data.gov.au/dataset/asgsed3/MB/20092150000
20085020000,21180,Brimbank,2,Victoria,AUS,Australia,0.021,https://linked.data.gov.au/dataset/asgsed3/MB/20085020000
20085030000,21180,Brimbank,2,Victoria,AUS,Australia,0.0282,https://linked.data.gov.au/dataset/asgsed3/MB/20085030000
20087540000,21180,Brimbank,2,Victoria,AUS,Australia,0.0212,https://linked.data.gov.au/dataset/asgsed3/MB/20087540000
20087550000,21180,Brimbank,2,Victoria,AUS,Australia,0.0247,https://linked.data.gov.au/dataset/asgsed3/MB/20087550000
20087560000,21180,Brimbank,2,Victoria,AUS,Australia,0.0484,https://linked.data.gov.au/dataset/asgsed3/MB/20087560000
20087570000,21180,Brimbank,2,Victoria,AUS,Australia,0.1658,https://linked.data.gov.au/dataset/asgsed3/MB/20087570000
20087580000,21180,Brimbank,2,Victoria,AUS,Australia,0.1132,https://linked.data.gov.au/dataset/asgsed3/MB/20087580000
20087600000,21180,Brimbank,2,Victoria,AUS,Australia,0.0209,https://linked.data.gov.au/dataset/asgsed3/MB/20087600000
20087610000,21180,Brimbank,2,Victoria,AUS,Australia,0.0283,https://linked.data.gov.au/dataset/asgsed3/MB/20087610000
20087620000,21180,Brimbank,2,Victoria,AUS,Australia,0.0444,https://linked.data.gov.au/dataset/asgsed3/MB/20087620000
20087630000,21180,Brimbank,2,Victoria,AUS,Australia,0.0224,https://linked.data.gov.au/dataset/asgsed3/MB/20087630000
20087640000,21180,Brimbank,2,Victoria,AUS,Australia,0.0233,https://linked.data.gov.au/dataset/asgsed3/MB/20087640000
20087650000,21180,Brimbank,2,Victoria,AUS,Australia,0.0244,https://linked.data.gov.au/dataset/asgsed3/MB/20087650000
20087660000,21180,Brimbank,2,Victoria,AUS,Australia,0.0316,https://linked.data.gov.au/dataset/asgsed3/MB/20087660000
20087670000,21180,Brimbank,2,Victoria,AUS,Australia,0.0143,https://linked.data.gov.au/dataset/asgsed3/MB/20087670000
20087680000,21180,Brimbank,2,Victoria,AUS,Australia,0.0245,https://linked.data.gov.au/dataset/asgsed3/MB/20087680000
20087690000,21180,Brimbank,2,Victoria,AUS,Australia,0.0225,https://linked.data.gov.au/dataset/asgsed3/MB/20087690000
20087700000,21180,Brimbank,2,Victoria,AUS,Australia,0.0423,https://linked.data.gov.au/dataset/asgsed3/MB/20087700000
20087710000,21180,Brimbank,2,Victoria,AUS,Australia,0.0195,https://linked.data.gov.au/dataset/asgsed3/MB/20087710000
20087720000,21180,Brimbank,2,Victoria,AUS,Australia,0.0338,https://linked.data.gov.au/dataset/asgsed3/MB/20087720000
20089981000,21180,Brimbank,2,Victoria,AUS,Australia,0.0232,https://linked.data.gov.au/dataset/asgsed3/MB/20089981000
20089982000,21180,Brimbank,2,Victoria,AUS,Australia,0.0321,https://linked.data.gov.au/dataset/asgsed3/MB/20089982000
20089984000,21180,Brimbank,2,Victoria,AUS,Australia,0.02,https://linked.data.gov.au/dataset/asgsed3/MB/20089984000
20089990000,21180,Brimbank,2,Victoria,AUS,Australia,0.0184,https://linked.data.gov.au/dataset/asgsed3/MB/20089990000
20090000000,21180,Brimbank,2,Victoria,AUS,Australia,0.0324,https://linked.data.gov.au/dataset/asgsed3/MB/20090000000
20090010000,21180,Brimbank,2,Victoria,AUS,Australia,0.0376,https://linked.data.gov.au/dataset/asgsed3/MB/20090010000
20090020000,21180,Brimbank,2,Victoria,AUS,Australia,0.0263,https://linked.data.gov.au/dataset/asgsed3/MB/20090020000
20090040000,21180,Brimbank,2,Victoria,AUS,Australia,0.0158,https://linked.data.gov.au/dataset/asgsed3/MB/20090040000
20090050000,21180,Brimbank,2,Victoria,AUS,Australia,0.0384,https://linked.data.gov.au/dataset/asgsed3/MB/20090050000
20090060000,21180,Brimbank,2,Victoria,AUS,Australia,0.009,https://linked.data.gov.au/dataset/asgsed3/MB/20090060000
20090070000,21180,Brimbank,2,Victoria,AUS,Australia,0.006,https://linked.data.gov.au/dataset/asgsed3/MB/20090070000
20090080000,21180,Brimbank,2,Victoria,AUS,Australia,0.0407,https://linked.data.gov.au/dataset/asgsed3/MB/20090080000
20090090000,21180,Brimbank,2,Victoria,AUS,Australia,0.0393,https://linked.data.gov.au/dataset/asgsed3/MB/20090090000
20090100000,21180,Brimbank,2,Victoria,AUS,Australia,0.0212,https://linked.data.gov.au/dataset/asgsed3/MB/20090100000
20090110000,21180,Brimbank,2,Victoria,AUS,Australia,0.0314,https://linked.data.gov.au/dataset/asgsed3/MB/20090110000
20090120000,21180,Brimbank,2,Victoria,AUS,Australia,0.0218,https://linked.data.gov.au/dataset/asgsed3/MB/20090120000
20090130000,21180,Brimbank,2,Victoria,AUS,Australia,0.037,https://linked.data.gov.au/dataset/asgsed3/MB/20090130000
20076250000,21180,Brimbank,2,Victoria,AUS,Australia,0.0375,https://linked.data.gov.au/dataset/asgsed3/MB/20076250000
20076260000,21180,Brimbank,2,Victoria,AUS,Australia,0.027,https://linked.data.gov.au/dataset/asgsed3/MB/20076260000
20076270000,21180,Brimbank,2,Victoria,AUS,Australia,0.0414,https://linked.data.gov.au/dataset/asgsed3/MB/20076270000
20076280000,21180,Brimbank,2,Victoria,AUS,Australia,0.0421,https://linked.data.gov.au/dataset/asgsed3/MB/20076280000
20076290000,21180,Brimbank,2,Victoria,AUS,Australia,0.0184,https://linked.data.gov.au/dataset/asgsed3/MB/20076290000
20076300000,21180,Brimbank,2,Victoria,AUS,Australia,0.0304,https://linked.data.gov.au/dataset/asgsed3/MB/20076300000
20076310000,21180,Brimbank,2,Victoria,AUS,Australia,0.0264,https://linked.data.gov.au/dataset/asgsed3/MB/20076310000
20076320000,21180,Brimbank,2,Victoria,AUS,Australia,0.0382,https://linked.data.gov.au/dataset/asgsed3/MB/20076320000
20076330000,21180,Brimbank,2,Victoria,AUS,Australia,0.0377,https://linked.data.gov.au/dataset/asgsed3/MB/20076330000
20076340000,21180,Brimbank,2,Victoria,AUS,Australia,0.0574,https://linked.data.gov.au/dataset/asgsed3/MB/20076340000
20076350000,21180,Brimbank,2,Victoria,AUS,Australia,0.0437,https://linked.data.gov.au/dataset/asgsed3/MB/20076350000
20076360000,21180,Brimbank,2,Victoria,AUS,Australia,0.0452,https://linked.data.gov.au/dataset/asgsed3/MB/20076360000
20076370000,21180,Brimbank,2,Victoria,AUS,Australia,0.0299,https://linked.data.gov.au/dataset/asgsed3/MB/20076370000
20078640000,21180,Brimbank,2,Victoria,AUS,Australia,0.0375,https://linked.data.gov.au/dataset/asgsed3/MB/20078640000
20078650000,21180,Brimbank,2,Victoria,AUS,Australia,0.0222,https://linked.data.gov.au/dataset/asgsed3/MB/20078650000
20078660000,21180,Brimbank,2,Victoria,AUS,Australia,0.0265,https://linked.data.gov.au/dataset/asgsed3/MB/20078660000
20078670000,21180,Brimbank,2,Victoria,AUS,Australia,0.0252,https://linked.data.gov.au/dataset/asgsed3/MB/20078670000
20078680000,21180,Brimbank,2,Victoria,AUS,Australia,0.0194,https://linked.data.gov.au/dataset/asgsed3/MB/20078680000
20078690000,21180,Brimbank,2,Victoria,AUS,Australia,0.0229,https://linked.data.gov.au/dataset/asgsed3/MB/20078690000
20078700000,21180,Brimbank,2,Victoria,AUS,Australia,0.0282,https://linked.data.gov.au/dataset/asgsed3/MB/20078700000
20078710000,21180,Brimbank,2,Victoria,AUS,Australia,0.0335,https://linked.data.gov.au/dataset/asgsed3/MB/20078710000
20078720000,21180,Brimbank,2,Victoria,AUS,Australia,0.0133,https://linked.data.gov.au/dataset/asgsed3/MB/20078720000
20078730000,21180,Brimbank,2,Victoria,AUS,Australia,0.0274,https://linked.data.gov.au/dataset/asgsed3/MB/20078730000
20078740000,21180,Brimbank,2,Victoria,AUS,Australia,0.0245,https://linked.data.gov.au/dataset/asgsed3/MB/20078740000
20078750000,21180,Brimbank,2,Victoria,AUS,Australia,0.0344,https://linked.data.gov.au/dataset/asgsed3/MB/20078750000
20078760000,21180,Brimbank,2,Victoria,AUS,Australia,0.0788,https://linked.data.gov.au/dataset/asgsed3/MB/20078760000
20078770000,21180,Brimbank,2,Victoria,AUS,Australia,0.0291,https://linked.data.gov.au/dataset/asgsed3/MB/20078770000
20080950000,21180,Brimbank,2,Victoria,AUS,Australia,0.028,https://linked.data.gov.au/dataset/asgsed3/MB/20080950000
20080960000,21180,Brimbank,2,Victoria,AUS,Australia,0.0353,https://linked.data.gov.au/dataset/asgsed3/MB/20080960000
20080970000,21180,Brimbank,2,Victoria,AUS,Australia,0.0214,https://linked.data.gov.au/dataset/asgsed3/MB/20080970000
20080980000,21180,Brimbank,2,Victoria,AUS,Australia,0.0272,https://linked.data.gov.au/dataset/asgsed3/MB/20080980000
20080990000,21180,Brimbank,2,Victoria,AUS,Australia,0.0204,https://linked.data.gov.au/dataset/asgsed3/MB/20080990000
20081000000,21180,Brimbank,2,Victoria,AUS,Australia,0.0421,https://linked.data.gov.au/dataset/asgsed3/MB/20081000000
20081010000,21180,Brimbank,2,Victoria,AUS,Australia,0.034,https://linked.data.gov.au/dataset/asgsed3/MB/20081010000
20081030000,21180,Brimbank,2,Victoria,AUS,Australia,0.0256,https://linked.data.gov.au/dataset/asgsed3/MB/20081030000
20081040000,21180,Brimbank,2,Victoria,AUS,Australia,0.0295,https://linked.data.gov.au/dataset/asgsed3/MB/20081040000
20081050000,21180,Brimbank,2,Victoria,AUS,Australia,0.037,https://linked.data.gov.au/dataset/asgsed3/MB/20081050000
20081060000,21180,Brimbank,2,Victoria,AUS,Australia,0.1301,https://linked.data.gov.au/dataset/asgsed3/MB/20081060000
20081070000,21180,Brimbank,2,Victoria,AUS,Australia,0.0262,https://linked.data.gov.au/dataset/asgsed3/MB/20081070000
20081080000,21180,Brimbank,2,Victoria,AUS,Australia,0.0236,https://linked.data.gov.au/dataset/asgsed3/MB/20081080000
20083090000,21180,Brimbank,2,Victoria,AUS,Australia,0.0353,https://linked.data.gov.au/dataset/asgsed3/MB/20083090000
20083100000,21180,Brimbank,2,Victoria,AUS,Australia,0.0631,https://linked.data.gov.au/dataset/asgsed3/MB/20083100000
20083110000,21180,Brimbank,2,Victoria,AUS,Australia,0.0739,https://linked.data.gov.au/dataset/asgsed3/MB/20083110000
20083120000,21180,Brimbank,2,Victoria,AUS,Australia,0.0297,https://linked.data.gov.au/dataset/asgsed3/MB/20083120000
20083131000,21180,Brimbank,2,Victoria,AUS,Australia,0.037,https://linked.data.gov.au/dataset/asgsed3/MB/20083131000
20083132000,21180,Brimbank,2,Victoria,AUS,Australia,0.0144,https://linked.data.gov.au/dataset/asgsed3/MB/20083132000
20083140000,21180,Brimbank,2,Victoria,AUS,Australia,0.0299,https://linked.data.gov.au/dataset/asgsed3/MB/20083140000
20083150000,21180,Brimbank,2,Victoria,AUS,Australia,0.1174,https://linked.data.gov.au/dataset/asgsed3/MB/20083150000
20083161000,21180,Brimbank,2,Victoria,AUS,Australia,0.0694,https://linked.data.gov.au/dataset/asgsed3/MB/20083161000
20083162000,21180,Brimbank,2,Victoria,AUS,Australia,0.0128,https://linked.data.gov.au/dataset/asgsed3/MB/20083162000
20083171000,21180,Brimbank,2,Victoria,AUS,Australia,0.0326,https://linked.data.gov.au/dataset/asgsed3/MB/20083171000
20083172000,21180,Brimbank,2,Victoria,AUS,Australia,0.039,https://linked.data.gov.au/dataset/asgsed3/MB/20083172000
20083181000,21180,Brimbank,2,Victoria,AUS,Australia,0.1531,https://linked.data.gov.au/dataset/asgsed3/MB/20083181000
20085210000,21180,Brimbank,2,Victoria,AUS,Australia,0.0244,https://linked.data.gov.au/dataset/asgsed3/MB/20085210000
20085220000,21180,Brimbank,2,Victoria,AUS,Australia,0.0605,https://linked.data.gov.au/dataset/asgsed3/MB/20085220000
20085230000,21180,Brimbank,2,Victoria,AUS,Australia,0.0223,https://linked.data.gov.au/dataset/asgsed3/MB/20085230000
20085240000,21180,Brimbank,2,Victoria,AUS,Australia,0.044,https://linked.data.gov.au/dataset/asgsed3/MB/20085240000
20085250000,21180,Brimbank,2,Victoria,AUS,Australia,0.0456,https://linked.data.gov.au/dataset/asgsed3/MB/20085250000
20085260000,21180,Brimbank,2,Victoria,AUS,Australia,0.0251,https://linked.data.gov.au/dataset/asgsed3/MB/20085260000
20085270000,21180,Brimbank,2,Victoria,AUS,Australia,0.0206,https://linked.data.gov.au/dataset/asgsed3/MB/20085270000
20085280000,21180,Brimbank,2,Victoria,AUS,Australia,0.0327,https://linked.data.gov.au/dataset/asgsed3/MB/20085280000
20085290000,21180,Brimbank,2,Victoria,AUS,Australia,0.0119,https://linked.data.gov.au/dataset/asgsed3/MB/20085290000
20085300000,21180,Brimbank,2,Victoria,AUS,Australia,0.0308,https://linked.data.gov.au/dataset/asgsed3/MB/20085300000
20085310000,21180,Brimbank,2,Victoria,AUS,Australia,0.0446,https://linked.data.gov.au/dataset/asgsed3/MB/20085310000
20085320000,21180,Brimbank,2,Victoria,AUS,Australia,0.0432,https://linked.data.gov.au/dataset/asgsed3/MB/20085320000
20085330000,21180,Brimbank,2,Victoria,AUS,Australia,0.0287,https://linked.data.gov.au/dataset/asgsed3/MB/20085330000
20087881000,21180,Brimbank,2,Victoria,AUS,Australia,0.023,https://linked.data.gov.au/dataset/asgsed3/MB/20087881000
20087882000,21180,Brimbank,2,Victoria,AUS,Australia,0.0176,https://linked.data.gov.au/dataset/asgsed3/MB/20087882000
20087890000,21180,Brimbank,2,Victoria,AUS,Australia,0.0438,https://linked.data.gov.au/dataset/asgsed3/MB/20087890000
20087900000,21180,Brimbank,2,Victoria,AUS,Australia,0.0282,https://linked.data.gov.au/dataset/asgsed3/MB/20087900000
20087910000,21180,Brimbank,2,Victoria,AUS,Australia,0.0227,https://linked.data.gov.au/dataset/asgsed3/MB/20087910000
20087920000,21180,Brimbank,2,Victoria,AUS,Australia,0.0196,https://linked.data.gov.au/dataset/asgsed3/MB/20087920000
20087930000,21180,Brimbank,2,Victoria,AUS,Australia,0.0249,https://linked.data.gov.au/dataset/asgsed3/MB/20087930000
20087940000,21180,Brimbank,2,Victoria,AUS,Australia,0.0298,https://linked.data.gov.au/dataset/asgsed3/MB/20087940000
20087950000,21180,Brimbank,2,Victoria,AUS,Australia,0.0278,https://linked.data.gov.au/dataset/asgsed3/MB/20087950000
20087960000,21180,Brimbank,2,Victoria,AUS,Australia,0.0245,https://linked.data.gov.au/dataset/asgsed3/MB/20087960000
20076800000,21180,Brimbank,2,Victoria,AUS,Australia,0.0437,https://linked.data.gov.au/dataset/asgsed3/MB/20076800000
20076810000,21180,Brimbank,2,Victoria,AUS,Australia,0.0419,https://linked.data.gov.au/dataset/asgsed3/MB/20076810000
20076820000,21180,Brimbank,2,Victoria,AUS,Australia,0.048,https://linked.data.gov.au/dataset/asgsed3/MB/20076820000
20076830000,21180,Brimbank,2,Victoria,AUS,Australia,0.0568,https://linked.data.gov.au/dataset/asgsed3/MB/20076830000
20076840000,21180,Brimbank,2,Victoria,AUS,Australia,0.0433,https://linked.data.gov.au/dataset/asgsed3/MB/20076840000
20076860000,21180,Brimbank,2,Victoria,AUS,Australia,0.0432,https://linked.data.gov.au/dataset/asgsed3/MB/20076860000
20076870000,21180,Brimbank,2,Victoria,AUS,Australia,0.0061,https://linked.data.gov.au/dataset/asgsed3/MB/20076870000
20076880000,21180,Brimbank,2,Victoria,AUS,Australia,0.014,https://linked.data.gov.au/dataset/asgsed3/MB/20076880000
20076890000,21180,Brimbank,2,Victoria,AUS,Australia,0.0372,https://linked.data.gov.au/dataset/asgsed3/MB/20076890000
20076900000,21180,Brimbank,2,Victoria,AUS,Australia,0.0246,https://linked.data.gov.au/dataset/asgsed3/MB/20076900000
20076910000,21180,Brimbank,2,Victoria,AUS,Australia,0.0322,https://linked.data.gov.au/dataset/asgsed3/MB/20076910000
20076920000,21180,Brimbank,2,Victoria,AUS,Australia,0.025,https://linked.data.gov.au/dataset/asgsed3/MB/20076920000
20076930000,21180,Brimbank,2,Victoria,AUS,Australia,0.0161,https://linked.data.gov.au/dataset/asgsed3/MB/20076930000
20076940000,21180,Brimbank,2,Victoria,AUS,Australia,0.035,https://linked.data.gov.au/dataset/asgsed3/MB/20076940000
20079220000,21180,Brimbank,2,Victoria,AUS,Australia,0.0508,https://linked.data.gov.au/dataset/asgsed3/MB/20079220000
20079231000,21180,Brimbank,2,Victoria,AUS,Australia,0.0211,https://linked.data.gov.au/dataset/asgsed3/MB/20079231000
